id,date,price,bedrooms,bathrooms,sqft_living,floors
3362400511,"March 04, 2015",570000.0,3,1.75,1260,1.0
3626039325, ,740500.0,3,3.5,4380,2.0
3362400431,"June 26, 2014",518500.0,3,3.5,1590,3.0
1695900060,"May 11, 2015",535000.0,4,1.0,1610,1.5
7278700070,"January 02, 2015",660000.0,3,2.5,2400,1.0
3275860240,"June 18, 2014",770000.0,3,2.25,2910,2.0
2331300505,"June 13, 2014",822500.0,5,3.5,2320,2.0
9545240070,"April 28, 2015",660500.0,4,2.25,2010,1.0
1243100136,"June 12, 2014",784000.0,3,3.5,3950,
2767602356,"January 26, 2015",675000.0,4,3.5,2140,3.0
2767603505,"May 07, 2014",519950.0,3,2.25,1170,3.0
4232901525,"June 27, 2014",665000.0,2,1.0,1110,1.0
1777500060,"July 08, 2014",527700.0,5,2.5,2820,1.0
6071600370,"February 27, 2015",500000.0,4,2.25,2030,1.0
1526069017,"December 03, 2014",921500.0,4,2.5,3670,2.0
809001525,"June 25, 2014",890000.0,4,1.0,2550,2.0
1994200024,"November 04, 2014",511000.0,3,1.0,1430,1.0
3362900810,"August 20, 2014",532170.0,3,2.0,1360,2.0
1324300398,"April 09, 2015",560000.0,3,1.0,1110,1.5
6388930390,"November 20, 2014",650000.0,5,3.5,3960,2.0
7215720160,"March 04, 2015",900000.0,3,2.5,3400,2.0
1836980160,"March 24, 2015",807100.0,4,2.5,2680,2.0
3261020370,"June 05, 2014",653000.0,3,2.5,2680,1.0
1762600070,"January 16, 2015",917500.0,4,2.5,3880,2.0
1687900520,"September 29, 2014",673000.0,4,2.25,2590,2.0
3127200041,"June 13, 2014",589000.0,4,3.0,2440,2.0
11510310,"September 05, 2014",835000.0,4,2.75,3130,2.0
1954440060,"May 05, 2014",560000.0,3,2.5,1900,2.0
2264500350,"April 18, 2015",615000.0,4,1.0,1330,1.5
1115810060,"December 05, 2014",585188.0,3,2.25,2230,1.0
2287000060,"September 12, 2014",799000.0,3,2.5,2140,1.0
3456000310,"August 04, 2014",840000.0,4,1.75,2480,1.0
9526600140,"September 19, 2014",677900.0,3,2.5,2440,2.0
1025049114,"July 17, 2014",625504.0,3,2.25,1270,2.0
8677300550,"May 15, 2014",592500.0,4,2.5,2240,1.0
5611500140,"August 22, 2014",686000.0,4,2.5,2760,2.0
626059335,"September 04, 2014",527000.0,4,2.25,2330,2.0
7202340400,"March 03, 2015",516500.0,3,2.5,1480,2.0
8096000060,"April 13, 2015",655000.0,2,1.75,1450,2.0
2424000060,"June 16, 2014",500000.0,4,2.75,2280,1.0
326069104,"July 01, 2014",800000.0,3,3.5,3830,2.0
5101404898,"May 19, 2014",592500.0,2,2.0,1420,1.5
1873100060,"August 29, 2014",693000.0,4,2.5,2460,2.0
8722101360,"December 02, 2014",780000.0,3,1.0,1660,1.5
3325069129,"December 16, 2014",525000.0,3,2.25,2100,2.0
1126049053,"November 13, 2014",770000.0,4,2.75,3820,2.0
7202360350,"June 30, 2014",780000.0,4,2.5,3500,2.0
9552700140,"July 02, 2014",675000.0,5,2.25,2900,1.0
2200500350,"August 12, 2014",500000.0,2,1.0,1640,1.0
6619910140,"February 24, 2015",630000.0,4,1.75,2950,1.0
6073240060,"October 02, 2014",580000.0,4,3.0,3280,2.0
9297300045,"July 09, 2014",550000.0,3,2.0,1970,2.0
9510920070,"July 10, 2014",879000.0,4,2.5,3360,2.0
2747100024,"June 19, 2014",576000.0,3,2.5,1940,1.0
5016001535,"February 17, 2015",725000.0,3,1.75,1920,1.0
7280300196,"April 03, 2015",550000.0,4,2.75,1800,1.0
8651520400,"June 12, 2014",610750.0,4,2.25,2180,2.0
7171200445,"February 28, 2015",550700.0,2,1.0,1010,1.5
3204800200,"January 08, 2015",665000.0,4,2.75,3320,2.0
3416600800,"February 09, 2015",834000.0,4,2.5,2370,1.5
9521101455,"July 23, 2014",548000.0,2,1.0,1470,1.0
325059286,"May 13, 2014",819900.0,5,2.75,3150,2.0
2597650240,"October 23, 2014",520000.0,3,2.25,2030,2.0
1959700550,"September 05, 2014",740000.0,4,2.0,2050,1.5
9542850320,"July 25, 2014",790000.0,3,2.25,2370,1.0
3179100060,"September 16, 2014",880000.0,4,3.5,2800,2.0
9550201550,"April 08, 2015",640000.0,2,1.0,1070,1.0
191100045,"July 03, 2014",940000.0,4,2.0,2490,2.0
200350070,"June 02, 2014",559900.0,3,2.75,2930,1.0
2877103726,"July 22, 2014",791500.0,4,2.0,1510,1.5
1115300070,"November 06, 2014",684000.0,4,3.5,3040,2.0
7852110140,"July 18, 2014",552250.0,4,2.5,2580,2.0
2757000030,"September 22, 2014",855000.0,4,2.75,2270,2.0
325059171,"May 05, 2014",900000.0,3,1.0,1330,1.0
952003285,"August 05, 2014",679900.0,3,2.5,2440,2.0
925059078,"August 19, 2014",604950.0,3,2.5,2110,1.0
7855801090,"September 17, 2014",795000.0,5,2.5,3040,1.0
6116500075,"March 26, 2015",673000.0,4,2.5,2990,2.0
1118500030,"October 01, 2014",810000.0,4,2.5,3520,2.0
424069250,"April 23, 2015",785000.0,4,2.75,2440,1.0
2231500030,"March 24, 2015",530000.0,4,2.25,2180,1.0
98020310,"May 20, 2014",730000.0,4,2.5,3230,2.0
2883200160,"April 29, 2015",595000.0,4,2.0,2020,2.0
624111000,"August 05, 2014",950000.0,3,3.0,4040,2.0
8563040160,"January 21, 2015",560000.0,4,2.25,2550,1.0
8651600160,"November 11, 2014",799000.0,4,2.25,2510,2.0
1653500070,"May 12, 2014",927000.0,4,2.75,3300,2.0
7375300160,"March 09, 2015",530000.0,5,2.25,2720,1.0
9126100861,"March 06, 2015",557000.0,3,3.5,1710,2.0
9385200055,"September 12, 2014",650000.0,3,3.25,1510,2.0
1560930070,"September 11, 2014",840000.0,4,3.5,2840,1.0
2422029094,"July 16, 2014",517534.0,2,1.0,833,1.0
1774220160,"November 04, 2014",632925.0,3,2.5,2990,2.0
1525200060,"July 23, 2014",577500.0,3,2.5,2000,2.0
3426059070,"September 09, 2014",570000.0,3,1.75,2910,1.0
824079032,"June 26, 2014",563500.0,4,1.75,2085,1.0
6073200075,"July 30, 2014",625000.0,3,1.75,1600,1.0
6388900710,"December 19, 2014",538000.0,3,2.5,2250,2.0
2944010240,"September 08, 2014",988000.0,4,3.0,4040,
3454000060,"July 22, 2014",1000000.0,4,2.5,2610,1.5
8564950390,"September 19, 2014",525000.0,4,2.5,2450,2.0
2268400350,"September 16, 2014",749000.0,4,2.5,1710,1.0
7504101040,"August 21, 2014",722500.0,5,2.5,4870,2.0
11500890,"March 12, 2015",843000.0,3,2.5,3130,2.0
284000223,"September 16, 2014",578000.0,3,1.75,2120,1.0
3179100435,"July 15, 2014",641000.0,2,1.0,1420,1.0
1049010390,"March 19, 2015",505000.0,3,2.0,1260,1.0
4140090240,"November 05, 2014",520000.0,3,2.25,2590,1.0
1324059104,"April 21, 2015",691100.0,3,2.75,2360,1.0
2287000030,"October 14, 2014",811000.0,3,1.75,1870,1.0
7702010030,"May 20, 2014",551000.0,3,2.5,2830,2.0
2122039094,"November 26, 2014",705000.0,3,3.0,1970,2.0
1742800030,"June 12, 2014",578000.0,4,2.5,3140,1.0
8651611170,"February 13, 2015",868700.0,3,4.25,3840,2.0
1853080570,"August 11, 2014",859900.0,4,2.75,3390,2.0
3629920030,"August 08, 2014",520000.0,4,2.25,1890,2.0
6665800030,"July 18, 2014",590000.0,4,2.75,2910,1.0
6189200125,"March 25, 2015",849950.0,3,3.0,2990,2.0
9169600135,"October 27, 2014",525000.0,3,1.5,1350,1.0
8691370400,"December 16, 2014",699900.0,4,2.75,2810,2.0
3760000030,"October 30, 2014",669950.0,5,2.5,2820,2.0
4432600075,"January 28, 2015",725000.0,4,2.0,2110,2.0
9274202270,"August 18, 2014",625000.0,2,1.5,1490,1.5
7852170140,"May 10, 2015",650000.0,4,2.5,3180,2.0
2769600560,"May 27, 2014",529000.0,3,1.0,1210,1.5
5113400431,"May 08, 2014",615000.0,2,1.0,1540,1.0
8121200810,"May 05, 2015",585000.0,4,1.75,2430,1.0
9276201895,"August 20, 2014",615000.0,3,1.75,1900,1.0
925059288,"May 07, 2015",750000.0,3,2.5,2400,2.0
1923069078,"August 05, 2014",890000.0,4,3.25,3180,2.0
726049331,"March 26, 2015",515000.0,5,3.0,2530,1.0
4348800030,"November 21, 2014",727500.0,2,2.0,1240,1.0
7202331420,"June 20, 2014",650000.0,4,2.5,3040,2.0
339500160,"October 08, 2014",662000.0,3,1.75,2500,1.0
4403600270,"February 24, 2015",970000.0,4,3.25,4740,2.0
5694500105,"December 04, 2014",595000.0,2,2.0,1510,1.0
224069094,"September 11, 2014",530000.0,3,2.25,2120,1.0
2944000240,"April 22, 2015",910000.0,4,2.5,3350,2.0
4139400710,"May 23, 2014",782000.0,4,2.5,2380,2.0
4099500935,"July 23, 2014",0.0,3,1.75,2180,1.0
4309710240,"July 22, 2014",725000.0,4,2.5,2990,2.0
4376700570,"April 27, 2015",750000.0,6,1.75,2750,2.0
6431500140,"December 17, 2014",880000.0,3,2.5,2870,2.0
2725069050,"June 13, 2014",863000.0,4,2.5,4120,2.0
5307100060,"December 16, 2014",638700.0,3,1.75,2080,1.0
2436701180,"August 14, 2014",671500.0,5,2.75,2160,1.5
809002765,"October 22, 2014",610000.0,3,1.0,1180,1.5
98020350,"January 23, 2015",720000.0,4,4.0,3200,2.0
1189000030,"June 03, 2014",650000.0,5,2.75,2550,1.5
1526069135,"December 11, 2014",930000.0,4,4.0,6050,2.5
1088650310,"January 27, 2015",530000.0,4,2.5,2320,2.0
7853240200,"May 16, 2014",619000.0,3,2.5,2720,2.0
2998800125,"July 01, 2014",730000.0,2,2.25,2130,1.5
7942601895,"August 19, 2014",640000.0,3,2.5,2160,1.5
7504010570,"July 08, 2014",900000.0,3,2.5,3180,2.0
6909200575,"March 14, 2015",685000.0,3,2.0,2060,1.5
2525069041,"September 04, 2014",505000.0,3,1.5,1830,1.0
7846200070,"October 02, 2014",595000.0,3,2.5,3370,2.0
662310400,"October 17, 2014",515000.0,4,3.0,3590,2.0
8682250350,"October 09, 2014",507000.0,2,1.75,1670,1.0
6865200444,"May 05, 2014",531000.0,2,3.0,1270,2.0
5631500868,"April 17, 2015",590000.0,4,3.5,3100,2.0
2321300390,"November 05, 2014",650000.0,3,2.0,1870,1.0
3905040800,"September 25, 2014",533600.0,3,2.5,1930,2.0
4379400260,"June 10, 2014",695000.0,3,2.75,2540,2.0
6600700030,"May 06, 2015",525000.0,3,2.25,1490,2.0
3010300240,"June 23, 2014",577000.0,3,2.5,2060,1.0
461001615,"February 25, 2015",605000.0,2,1.75,1760,1.0
7548300731,"August 08, 2014",559950.0,3,2.5,1660,3.0
7010700292,"October 09, 2014",543500.0,3,2.25,1270,1.0
582000135,"June 22, 2014",565000.0,2,1.75,1330,1.0
8832900550,"September 12, 2014",650000.0,3,2.5,2690,1.0
9550204515,"September 24, 2014",542000.0,2,1.0,890,1.0
4140090320,"March 20, 2015",595000.0,5,2.75,3740,1.0
9385200045,"May 12, 2015",729500.0,3,2.5,1660,3.0
2490200320,"March 20, 2015",545000.0,3,1.75,1680,1.5
2218000335,"July 07, 2014",530000.0,3,1.75,1320,1.0
7214700350,"November 24, 2014",521000.0,4,1.75,2020,1.0
2324039036,"April 03, 2015",597500.0,3,2.0,2150,1.5
5196410260,"April 22, 2015",1000000.0,3,2.5,3180,2.0
259900160,"January 02, 2015",748000.0,4,3.5,2770,2.0
708000030,"September 02, 2014",888000.0,3,1.5,1250,1.0
3300701615,"September 30, 2014",655000.0,4,2.5,2630,3.0
6067910030,"March 16, 2015",664000.0,4,2.75,2510,1.0
1959701890,"July 29, 2014",865000.0,4,1.75,1800,2.0
3526069070,"May 28, 2014",799000.0,4,3.0,2580,2.0
5104540240,"June 09, 2014",609900.0,4,2.5,3190,2.0
2346200030,"January 05, 2015",802541.0,5,2.75,2990,2.0
7853290030,"March 11, 2015",507000.0,4,2.5,2730,
3121500340,"July 12, 2014",690000.0,4,2.5,2900,2.0
7527200030,"December 29, 2014",700000.0,5,2.5,2830,1.0
6664000030,"October 09, 2014",980000.0,4,2.25,2240,2.0
9349900105,"April 07, 2015",795000.0,2,1.0,1380,1.5
4022907770,"October 14, 2014",550000.0,4,1.75,2480,1.0
6055000310,"July 01, 2014",530000.0,3,2.5,3660,2.0
8077210350,"July 22, 2014",639000.0,4,2.5,2210,2.0
8820903380,"January 02, 2015",730000.0,6,2.25,2660,2.0
6431000270,"July 28, 2014",565000.0,2,1.0,960,1.0
7694800270,"April 20, 2015",636000.0,3,2.5,2140,2.0
1853000510,"May 09, 2014",985000.0,4,2.25,4230,2.0
1742800060,"June 12, 2014",501000.0,3,1.75,1970,1.0
4021100045,"July 15, 2014",550000.0,3,2.0,2380,2.0
3626039299,"February 24, 2015",588000.0,3,1.0,1910,1.0
9346980140,"August 20, 2014",605000.0,3,1.75,1920,1.0
826069046,"November 07, 2014",740000.0,3,2.0,2100,1.0
7340500270,"January 23, 2015",560000.0,4,2.5,2940,2.0
9277200111,"July 14, 2014",650000.0,4,1.75,2010,1.0
579003610,"February 24, 2015",517500.0,3,1.5,1430,1.0
1563102435,"December 10, 2014",950000.0,3,1.75,2150,1.0
8682300890,"August 28, 2014",699800.0,2,2.5,2380,1.0
4385700765,"June 03, 2014",850000.0,3,1.75,1370,1.0
9323600060,"July 15, 2014",942500.0,5,3.5,3750,1.0
9542300320,"February 02, 2015",856600.0,4,2.25,2400,1.0
6979900390,"May 29, 2014",565000.0,4,2.5,2440,2.0
3575200070,"November 04, 2014",560000.0,3,2.25,2060,2.0
8146100270,"March 24, 2015",824000.0,4,2.25,2490,1.0
208500160,"January 07, 2015",760000.0,4,2.5,2430,1.0
5693500270,"January 21, 2015",715000.0,4,1.0,2000,2.0
686500030,"December 02, 2014",650000.0,6,2.75,3610,1.5
2688100071,"April 15, 2015",500000.0,2,1.0,1280,1.0
1494300060,"June 11, 2014",522000.0,3,1.75,1730,1.0
7504101230,"June 23, 2014",675000.0,4,2.5,2810,2.0
205000520,"October 06, 2014",737500.0,4,2.5,3200,2.0
3885805935,"September 26, 2014",710000.0,4,2.0,1740,1.0
4083305445,"August 15, 2014",650000.0,3,2.0,1340,1.5
8854100350,"January 07, 2015",625000.0,5,2.5,2990,2.0
3904980030,"April 14, 2015",500000.0,3,2.25,1690,2.0
6067900060,"June 05, 2014",565000.0,3,2.75,2390,1.0
7202340960,"September 08, 2014",581000.0,3,2.5,2600,2.0
3276930400,"October 22, 2014",625000.0,4,2.25,2220,2.0
5014600240,"August 14, 2014",682000.0,5,2.75,2760,2.0
3362400640,"May 12, 2015",825000.0,3,1.75,2010,1.5
7300200550,"March 19, 2015",659000.0,4,2.25,2610,2.0
2061100570,"February 10, 2015",595000.0,3,1.75,1910,1.0
4037200075,"September 11, 2014",662500.0,6,2.25,2450,1.0
8818900060,"November 25, 2014",664000.0,4,2.0,1530,1.5
3395050060,"July 22, 2014",628000.0,3,1.75,4000,1.0
7197350070,"March 04, 2015",512000.0,3,1.75,1610,1.0
3905081070,"May 21, 2014",535800.0,4,2.5,1900,2.0
2359300030,"May 08, 2015",565000.0,3,1.0,910,1.0
6403310060,"August 11, 2014",539900.0,3,1.75,1650,1.0
1937300270,"March 03, 2015",910000.0,3,3.5,2480,2.0
1250700060,"April 22, 2015",642450.0,3,1.75,1830,1.0
6665800060,"March 05, 2015",795000.0,3,2.0,2920,1.0
7504110030,"February 11, 2015",785000.0,4,2.5,3300,2.0
7805450810,"May 30, 2014",860000.0,3,2.25,3060,2.0
2436701200,"September 12, 2014",720000.0,3,1.75,2040,2.0
7871500070,"June 03, 2014",930000.0,4,2.5,2200,2.0
2110200036,"November 11, 2014",700000.0,5,3.25,2400,2.0
2324800070,"June 10, 2014",740000.0,3,2.5,3000,2.0
8566100200,"May 08, 2014",980000.0,5,2.5,3160,1.0
4298100240,"August 05, 2014",660000.0,3,2.5,2680,2.0
3275780030,"March 11, 2015",730000.0,4,2.25,2190,2.0
1923000160,"June 20, 2014",905000.0,4,3.5,2970,2.0
7574910860,"August 11, 2014",800000.0,4,2.5,2570,1.5
2296500136,"May 09, 2014",839900.0,4,3.5,3810,1.0
3188100400,"June 03, 2014",530000.0,3,1.75,1250,1.5
1596600024,"October 16, 2014",550000.0,5,2.75,2160,1.0
7526800200,"October 10, 2014",615000.0,4,2.25,2500,1.0
103000116,"July 22, 2014",645000.0,3,1.75,2070,1.0
2768301525,"October 23, 2014",570000.0,3,3.25,1570,2.0
3456000160,"June 23, 2014",800000.0,3,2.25,2380,1.0
2465400036,"December 03, 2014",990000.0,4,2.5,2780,1.0
8663280160,"March 05, 2015",545000.0,5,2.5,2520,1.0
2301400640,"July 17, 2014",891000.0,4,2.0,2330,1.5
2768301715,"March 11, 2015",565000.0,4,3.0,2020,1.5
65000400,"October 22, 2014",570000.0,4,3.0,1490,1.5
8820901670,"August 11, 2014",971000.0,5,3.5,4390,2.0
8712100575,"August 28, 2014",915000.0,5,2.5,2750,1.5
9455200445,"March 25, 2015",601000.0,3,1.75,1330,1.0
7517500611,"May 21, 2014",720000.0,3,2.5,2020,3.0
8691300860,"April 21, 2015",851000.0,4,2.5,3130,2.0
5489200435,"September 04, 2014",550000.0,4,3.0,2670,2.0
510002065,"March 23, 2015",700000.0,4,1.0,1980,1.5
7578200310,"November 12, 2014",650000.0,4,2.0,2208,3.0
4298100070,"May 28, 2014",630000.0,4,2.5,2740,2.0
8651520510,"May 15, 2014",582800.0,4,2.75,2550,1.0
7555210340,"August 25, 2014",752500.0,4,2.25,2360,2.0
2313900510,"October 28, 2014",532500.0,3,1.75,1330,
3629790160,"July 24, 2014",524250.0,3,2.5,1710,2.0
1778350070,"May 09, 2014",765000.0,4,2.75,2790,2.0
1703050200,"August 06, 2014",648000.0,4,2.5,2620,2.0
1777500160,"April 25, 2015",718000.0,5,3.0,3070,1.0
9528104108,"May 29, 2014",535000.0,3,2.5,1360,3.0
4100000140,"October 13, 2014",640000.0,4,1.75,2060,1.0
3226049270,"March 04, 2015",585000.0,4,2.5,2160,1.0
1455600030,"January 08, 2015",645000.0,4,2.0,2780,1.0
3856902996,"August 04, 2014",553500.0,2,1.0,850,1.0
3131200640,"April 27, 2015",700000.0,4,2.0,1830,2.0
2826049282,"June 14, 2014",0.0,3,2.5,1930,2.0
461004720,"April 22, 2015",563000.0,3,2.0,1380,1.5
7852090810,"November 19, 2014",515000.0,3,2.5,2430,2.0
1624079104,"April 02, 2015",540000.0,3,2.25,2000,2.0
865100055,"June 12, 2014",900000.0,4,2.25,2460,1.0
686201000,"December 30, 2014",538200.0,4,3.0,1780,1.0
7199320570,"January 26, 2015",520000.0,4,2.25,1870,2.0
7701990560,"July 29, 2014",840000.0,4,2.75,3130,2.0
1370804430,"March 05, 2015",543115.0,2,1.0,1380,1.0
2267000160,"October 20, 2014",900000.0,4,2.0,1190,1.5
8682231170,"April 29, 2015",554000.0,2,2.0,1920,1.0
2424059035,"August 20, 2014",768000.0,3,2.5,3220,2.0
2021201000,"May 23, 2014",980000.0,4,3.0,3680,1.0
7215722010,"February 26, 2015",566000.0,3,2.5,1560,2.0
7197300105,"May 02, 2014",550000.0,4,2.5,1940,1.0
2877101031,"July 02, 2014",512031.0,3,1.75,1540,1.0
1825079070,"March 13, 2015",590000.0,3,1.75,1560,1.0
2024059094,"August 25, 2014",515000.0,3,2.25,1920,1.0
7613700860,"November 06, 2014",716500.0,3,1.75,1930,1.0
7625704510,"October 22, 2014",850000.0,4,3.25,3450,2.0
2553300030,"June 09, 2014",648000.0,4,2.5,2380,2.0
5309101200,"June 05, 2014",620000.0,4,2.25,2400,1.5
5416300240,"February 02, 2015",935000.0,4,4.5,5670,2.0
8127700445,"July 16, 2014",699000.0,3,1.75,1670,1.0
9421500070,"December 30, 2014",528000.0,4,2.25,1910,1.0
3524039204,"August 13, 2014",790000.0,4,2.75,2840,1.0
809001070,"January 23, 2015",550000.0,3,1.0,1520,1.5
524069037,"July 10, 2014",505000.0,2,1.0,1240,1.0
2485000202,"April 10, 2015",986000.0,3,2.5,2380,1.0
9209900270,"February 05, 2015",515000.0,2,1.0,1060,1.0
269001360,"April 22, 2015",775000.0,4,1.75,2320,1.0
7567600045,"August 27, 2014",825000.0,2,1.0,1150,1.0
7764200030,"July 16, 2014",515000.0,3,2.5,2360,1.0
6114600030,"May 20, 2014",675000.0,4,3.0,2690,1.0
9834200885,"April 20, 2015",550000.0,4,2.5,2080,1.0
2473002080,"March 17, 2015",500000.0,3,2.75,3410,1.5
11501160,"June 17, 2014",837700.0,5,2.75,3010,2.0
7000100631,"May 07, 2015",730000.0,5,1.75,2690,1.0
2484200171,"July 14, 2014",575000.0,4,1.5,2810,1.0
2197600451,"November 05, 2014",631000.0,5,2.0,2270,2.0
3276930270,"April 25, 2015",817500.0,4,2.5,2910,2.0
7374600060,"January 09, 2015",550000.0,3,2.0,1810,1.0
2770604942,"December 30, 2014",609850.0,2,2.75,1910,3.0
3904940200,"June 20, 2014",660000.0,4,3.25,3030,2.0
4037200295,"August 19, 2014",525000.0,3,1.75,1520,1.0
9178600560,"June 23, 2014",690000.0,2,1.0,970,1.0
255520260,"March 24, 2015",624000.0,5,3.75,3570,2.0
3343900326,"March 11, 2015",552500.0,4,3.5,3710,2.0
293760310,"July 11, 2014",975000.0,5,4.5,4300,2.0
5332200550,"March 25, 2015",505000.0,3,1.0,1380,1.5
4039100400,"May 06, 2015",515000.0,3,2.5,3000,1.0
200510060,"December 31, 2014",605000.0,3,2.5,2570,2.0
9554200105,"October 14, 2014",625000.0,4,2.0,2020,1.0
643500060,"April 24, 2015",620000.0,4,2.0,1770,1.5
2537500140,"June 27, 2014",687500.0,4,2.75,3190,2.0
3905100520,"October 29, 2014",510000.0,3,2.5,1860,2.0
6332940070,"May 07, 2014",510000.0,4,2.5,2430,2.0
809002435,"August 08, 2014",725000.0,3,2.5,1940,1.5
7880010060,"April 06, 2015",699000.0,4,2.5,3230,2.0
8069000075,"December 29, 2014",790000.0,4,1.75,2460,1.0
3131201290,"March 17, 2015",900000.0,4,2.5,2660,2.0
8956000350,"September 03, 2014",605000.0,3,2.5,2010,2.0
3250500140,"October 08, 2014",850000.0,3,1.75,1400,1.0
2767601375,"August 21, 2014",505000.0,3,2.0,1500,2.0
9465910320,"July 09, 2014",565000.0,3,2.5,2500,2.0
3334000055,"April 29, 2015",585000.0,2,1.75,1280,1.0
3586500700,"July 09, 2014",749950.0,4,2.75,2910,1.0
3630180400,"June 26, 2014",826000.0,4,2.5,3060,2.0
3210950510,"September 04, 2014",535000.0,3,1.0,1330,1.0
1224069074,"August 06, 2014",925000.0,4,2.5,3300,2.0
7625700935,"June 05, 2014",875000.0,3,3.5,3250,2.0
7856610200,"May 23, 2014",902000.0,4,2.25,2530,1.0
6398000171,"July 10, 2014",545000.0,2,2.0,2930,1.0
7011201245,"November 07, 2014",655000.0,3,1.0,1270,1.5
9455200570,"December 17, 2014",632000.0,6,2.5,2560,1.0
5561400340,"June 05, 2014",630000.0,4,3.75,4610,1.0
1231000510,"May 04, 2015",510000.0,3,1.75,1490,1.0
4123400340,"December 03, 2014",525000.0,4,2.25,1580,1.0
194000505,"September 04, 2014",651000.0,3,2.0,1940,1.0
3885804305,"September 11, 2014",949000.0,4,1.75,2490,
8585400135,"November 05, 2014",585000.0,4,1.75,1760,1.0
1026049082,"November 25, 2014",500000.0,4,2.0,2760,2.0
3331000070,"June 06, 2014",735000.0,4,2.5,2820,2.0
5249800729,"March 30, 2015",680000.0,6,3.5,3000,2.0
1630700135,"November 19, 2014",659000.0,4,2.0,1980,2.0
5166700055,"May 04, 2015",645000.0,4,2.75,2340,1.0
3224600310,"October 30, 2014",685100.0,4,2.5,2790,2.0
5309100140,"June 24, 2014",880000.0,4,2.5,3030,3.0
8691300060,"October 23, 2014",780000.0,4,2.5,3690,2.0
472000055,"May 14, 2014",546000.0,3,1.75,2000,1.0
1624079051,"July 10, 2014",600000.0,2,2.5,2410,1.0
5244801230,"August 29, 2014",682000.0,5,2.25,2120,1.5
5701800030,"May 06, 2014",609000.0,4,2.5,2150,2.0
7636800041,"June 25, 2014",995000.0,3,4.5,4380,2.0
3904901200,"August 18, 2014",530000.0,3,2.25,2010,2.0
4109600055,"December 29, 2014",614000.0,5,2.5,3150,2.0
2919702075,"September 25, 2014",532500.0,3,1.75,1620,1.0
1822069116,"December 17, 2014",590000.0,3,2.5,2400,1.0
5729200030,"July 07, 2014",747500.0,4,2.25,2350,2.0
8682220390,"July 23, 2014",750000.0,2,2.5,2630,2.0
9828700200,"May 05, 2014",831000.0,4,3.0,2170,2.0
6073500160,"December 10, 2014",550000.0,3,1.0,1130,1.0
2025760160,"July 03, 2014",835000.0,4,4.25,4930,2.0
5458800125,"May 14, 2014",925000.0,4,2.5,2190,2.5
3759500046,"May 01, 2015",748000.0,3,2.5,2600,1.0
6392001670,"June 11, 2014",588000.0,4,2.0,1680,1.0
853400240,"March 25, 2015",847000.0,6,2.5,3010,2.0
2878600200,"May 08, 2014",533000.0,3,1.0,1670,1.0
